WORD,FAM,CONC,IMAG,MEANC,MEANP,AOA
drum,5.06,6.02,5.99,4.31,,
drunkard,4.82,,5.27,,,
dry,6.15,,4.29,,,
dryad,1.8,3.71,2.51,,,6.81
dual,4.63,3.44,4.26,3.85,,
duchess,4.16,5.68,5.25,3.67,,
duck,5.29,6.06,6.32,4.73,,1.64
duct,3.68,,,,,
duel,4.39,4.56,4.94,3.56,,4.08
duke,4.57,5.08,4.8,3.67,,
dull,5.7,,3.73,,,
dullness,4.36,3.08,3.83,,,3.97
dumb,5.64,3.4,3.97,5.27,,
dummy,4.78,5.51,5.62,,4.88,
dump,5.04,5.02,5.28,4.33,,3.33
dungeon,4.28,5.62,5.79,4.3,,
dunghill,3.13,5.76,4.75,,,4.83
dusk,4.74,4.55,5.75,4.56,,4.25
dust,5.58,5.5,5.49,4.03,6.84,
dusty,5.37,4.52,5.06,4.44,,
duty,5.43,3.22,3.46,4.13,5.6,
dweller,4.32,5.16,4.48,,5.09,
dwelling,3.74,5.23,5.34,,,4.44
dye,4.9,5.42,5.06,4.11,,3.92
dynamic,4.89,,3.87,,,
dynasty,4.07,4.06,3.86,4.29,6.28,
each,5.55,2.68,3.2,3.5,,
eager,5.31,3.02,4.01,4.57,,
eagle,4.65,6.16,6.01,4.57,,
ear,5.6,6.4,5.97,4.62,,
earl,3.58,5,4.35,,,4.64
early,5.75,,3.76,,,
earn,5.57,3.49,4.37,4.92,,
earth,5.8,5.8,5.8,5.15,7.56,3.17
earthworm,5.08,6.06,5.69,3.57,,
ease,5.19,3.05,3.27,,,4.28
easel,3.49,5.8,5.32,4.05,,
east,5.74,3.63,4.97,4.39,,
easy,6.07,2.88,3.21,4.45,,
easygoing,5.25,,4.02,,,
eat,5.29,4.86,5.63,5,,
eating,6.12,4.85,5.36,5.52,,
eaves,3.67,5.76,4.91,,,5.06
eccentric,4.22,,3.8,,,
eccentricity,3.58,2.83,4.01,,4.04,
echo,4.78,4.15,5.56,,,3.56
economy,5.8,2.84,3.57,,5.88,
edge,5.69,4.65,4.95,4.02,,3.08
edict,2.79,3.49,2.97,,,6.28
edifice,3.3,5.66,4.74,,5.16,
edition,4.99,4.39,3.73,,5.88,
education,5.85,3.2,4.16,,,4.08
educator,3.8,4.22,3.7,,,5.42
eel,4.33,6.34,5.52,3.5,,
eerie,4.67,2.95,4.23,4.6,,
effect,6.02,2.95,2.8,,,4.14
efficient,5.03,,3.34,,,
effort,5.85,2.96,3.67,,5.75,4.11
egg,6.08,6.13,5.99,4.23,,1.86
ego,4.97,2.61,3.34,,5.72,
egotistical,3.66,,3.8,,,
egress,1.19,,2.51,,,
eight,6.13,3.68,5.01,3.65,,2.11
elaboration,4.03,2.88,3.25,4.11,4.36,5.78
elbow,5.64,6.07,6.02,,5.16,2.37
election,5.35,3.43,4.35,,,5.28
electricity,6.01,4.26,4.86,,,4
elegant,4.84,3.09,4.08,4.42,,
elephant,4.59,6.28,6.16,4.4,6.88,2.22
elf,3.55,4.37,5.43,,,2.72
elimination,4.41,3.05,3.75,,,5.47
ellipse,4.37,,,,,
elm,4.56,5.79,5.5,3.92,,3.67
elopement,3.56,3.2,4.53,,,6
else,5.65,2.22,2.08,2.69,,
emanation,2.61,2.82,2.7,,,6.61
emancipation,3.88,3.02,3.64,4.44,5.2,6.61
embellishment,3.17,3.71,2.75,,,6.33
embezzlement,3.6,3.35,3.55,,5.54,
embrace,4.33,4.49,5.97,,,4.92
embryo,3.56,,,,,
emerald,4.57,6.13,6.02,4.28,,
emergence,4.59,3.46,3.87,3.5,,
emergency,5.58,3.34,4.87,,6.28,3.81
emission,4.46,3.97,4.16,3.81,,
emotion,5.49,2.6,4.78,,,4.92
emotional,5.66,,4.53,,,
emperor,3.79,5.27,5.02,,,4.4
emphatic,4.17,,3.07,,,
empire,4.79,4.29,4.7,3.97,,
employment,5.31,4.24,4.35,,,4.92
emporium,1.79,4.74,3.36,,4.04,
empty,5.56,3.74,4.79,4.8,,
emulsion,4.28,5.02,4.51,,,5.42
enamel,4.76,5.33,4.51,3.23,,
encephalon,0.87,4.72,2.77,,2.5,
enchanter,3.2,3.94,3.78,,,5.33
encore,3.1,3.72,4.19,,5.72,
encounter,4.63,3.16,3.7,,,5.22
end,5.92,3.2,4.62,4.98,,
endeavour,3.99,2.8,3.1,,,5.31
endosperm,3.09,4.9,3.24,,,6.97
enemy,5.23,4.34,4.97,,,3.67
energetic,5.03,,4.22,,,
engagement,5.35,3.62,4.74,,5.76,
engine,5.43,5.86,5.95,4.9,6.08,
engineer,5.14,5.31,4.95,4.3,,4.49
enigma,2.9,2.42,2.59,,,6.49
enlightenment,3.95,2.6,3.35,,,5.92
enough,5.45,2.46,3.45,3.59,,
ensemble,3.66,4.66,4.19,,4.8,5.78
entering,5.4,,3.9,,,
enterprise,4.07,3.31,3.19,,5.36,5.58
enterprising,4.29,,3.07,,,
entertain,5.37,4.02,4.35,4.73,,
enthusiasm,5.06,2.66,4.64,,,5.22
enthusiastic,5.22,,4.04,,,
entire,5.31,,3.1,,,
entrance,5.55,4.84,4.93,4.67,,3.72
entree,4.41,4.18,4.13,3.67,,
entry,4.92,,3.56,,,
enunciation,2.38,2.52,2.16,,,6.78
envelope,5.42,5.79,5.54,3.48,,
envious,4.7,,3.61,,,
envy,5.11,2.65,3.75,,,4.31
epicure,2.46,3.78,2.8,,,6.6
episode,4.31,3.91,3.7,,5.32,
epistle,2.87,5.01,4.37,,5.63,
epitaph,3.48,4.49,4.18,,,6.14
equal,5.91,,3.21,,,
equality,5.28,3.42,3.46,4.43,,
equanimity,2.14,2.32,1.53,,,6.78
equipment,5.43,5.32,4.1,,,4.47
equity,3.19,3.03,2.81,,3.72,
errand,4.41,4.11,4.4,,6.48,
error,5.42,3.73,4.08,,,4.25
erupt,4.66,,4.6,,,
escape,5.24,3.41,4.59,,,3.53
essay,5.78,5.27,5.64,,,4.5
essence,3.84,2.43,2.89,,3.28,
essential,5.46,,2.68,,,
establishment,4.86,3.91,3.89,,,5.26
estate,4.98,5.41,4.74,4.95,,
estimate,5.05,2.93,3.05,,,5.03
eternal,5,2.14,4.03,4.55,,
eternity,5.13,3.02,3.99,4.74,,
ether,4.05,5.11,4.36,2.93,,6.25
ethical,3.79,,2.78,,,
etiquette,3.32,2.52,3.88,,,6.19
euphemism,1.95,,,,,
evacuation,3.78,3.2,4.05,,,5.5
evaluate,5.02,3.88,3.4,3.72,,
evangelist,3.18,5,4.56,,5.28,6.31
even,5.76,2.83,3.38,4.11,,
evening,6.3,4.39,5.59,,,3.03
event,5.74,3.79,3.34,,5.04,
ever,5.57,2.99,2.73,3.17,,
evergreen,3.99,5.55,5.54,,,4.22
every,5.97,2.64,2.67,3.9,,
evidence,5.04,3.4,3.56,,6.2,4.8
evil,5.38,,4.34,,,
evolution,5.23,3.04,4.02,4.51,,
ewe,3.41,5.38,4.81,2.78,,3.78
exact,6.06,,2.88,,,
exacting,4.09,,2.95,,,
exactitude,2.53,2.5,2.98,2.65,3,
examination,5.7,4.64,5.75,,7,4.58
examine,5.49,,3.41,,,
exasperation,4.19,2.37,3.75,,,5.78
excellent,5.87,,3.66,,,
exception,5.12,2.6,2.32,,,4.72
excessive,4.93,,3.17,,,
exchange,5.04,3.56,3.94,,,4.43
excise,3.56,2.71,2.87,3.07,,
excitable,4.45,,3.97,,,
excitement,5.35,2.82,4.52,,,4
exciting,5.76,,4.07,,,
exclusion,3.54,2.93,3.26,,5.32,
excuse,5.52,3.16,3.1,3.57,4.04,3.56
executioner,4.18,,,,,
executive,4.58,4.77,5.13,,,5.47
exertion,3.93,3.24,4.45,,6,
exhaust,5.1,4.67,5.2,,6.29,4.29
exhaustion,5.2,3.58,5.05,,6.08,
exhibit,4.64,,3.76,,,
exit,6.16,,5.12,,,
expanse,4.33,3.88,4.97,,,5.47
expansion,5.15,3.25,4.17,4.44,,
expedition,4.35,4.03,4.72,,,4.67
expensive,6.33,,4.02,,,
experience,6.04,2.75,3.67,,,4.64
explanation,5.53,3.08,3.29,,5.8,4.44
exploration,4.67,3.56,4.51,,,4.23
expose,4.46,,3.46,,,
exposure,5.38,3.39,4.31,4.05,,
express,5.3,4.02,4.56,,,4.67
expression,5.27,2.97,3.86,,6.13,
expulsion,4.03,3.59,3.63,3.73,,
extensive,4.68,,3.07,,,
extent,5.1,2.67,2.48,,,4.89
exterior,4.54,4.74,3.97,,,4.86
extermination,3.46,3.4,4.22,,4.96,
extra,5.7,2.62,3.37,,,3.31
extravagant,4.84,3.43,4.17,4.56,,
extreme,5.57,2.65,3.32,,,4.58
exuberant,3.74,,4.02,,,
eye,6.11,6.34,6.03,4.83,,1.67
eyrie,2.7,5.29,4.08,,,5.56
fable,4.77,4.59,4.77,4.43,,
fabric,4.77,5.65,5.44,,6.48,
face,6.12,5.99,5.81,4.88,,1.66
facility,4.83,2.79,3.2,,4.64,
fact,5.93,3.32,3.02,4.63,4.29,
factor,4.99,3.28,2.69,,,4.74
factory,5.62,5.86,6.08,,6,
fail,5.68,3.27,3.8,4.4,,
failing,5.11,2.97,4.19,4.7,,
failure,5.42,2.82,4.37,,,4.39
faint,5.16,4.62,4.66,3.58,,
fair,5.73,4.13,4.39,4.74,,
fairy,4.71,4.33,5.36,3.93,,2.42
falconer,1.68,5.22,4.22,,5.64,
fall,5.72,4.09,5.47,4.67,,
fallacy,3.79,2.58,2.87,,3.72,
falling,5.27,,4.42,,,
false,6.03,,3.15,,,
falsehood,3.48,2.6,3.26,,,5.31
family,6.07,5.25,5.77,,,2.8
famine,4.44,,,,,
famous,5.56,,3.76,,,
fan,5.2,5.57,5.82,4.25,,
fancy,5.37,,3.84,,,
fane,2.25,2.84,2.05,,,6.39
fang,4.5,5.74,5.59,4.05,,
fantasy,4.99,2.95,4.55,5.21,5.06,
far,5.87,3.02,4.11,4.63,,
fare,4.82,4.13,3.84,3.61,,
farewell,4.36,3.61,4.66,,,4.06
farm,5.64,5.65,5.6,5.32,,
farmyard,4.43,6.08,5.94,,,2.61
farther,5.39,3.26,3.43,3.68,,
farthing,2.26,3.61,3.81,2.32,,
fashion,5.48,3.56,4.74,5.05,,4.67
fast,6,3.04,4.11,5.23,,
faster,5.8,3.44,3.62,4.42,,
fat,6.09,5.4,5.74,,,2.36
fate,5.02,2.55,3.43,4.72,4,
father,5.91,5.94,6.46,5.54,,
fatherland,2.86,3.61,3.78,,,5.31
fatigue,4.99,4.16,5.02,,3.88,
fault,5.41,3.15,3.23,3.72,4.8,
favourite,5.94,3.13,3.78,,,3.03
fawn,4.33,5.81,5.65,3.77,,3.94
faze,3.23,3.08,2.95,2.95,,
fear,5.69,3.26,3.94,5.38,,
feast,4.57,5.42,6.1,,,3.51
feat,4.49,3.45,3.65,3.77,,
feather,4.85,,,,,
fee,5.15,4.41,4.4,,,4.44
feeble,4.21,,,,,
feel,5.88,3.24,3.63,5.02,,
feeling,6.12,2.62,3.7,,,3.39
feet,6.11,6.42,5.97,4.63,,
feint,2.34,2.88,3.13,2.28,,
feline,2.77,4.83,4.71,,5.42,
fell,5.46,4.07,4.31,4.03,,
fellow,4.75,5.02,4.35,,,3.78
felt,5.04,4.37,4.83,3.87,,
fence,5.26,5.97,6.11,4.31,,
fencing,3.95,5.25,5.18,,,4.97
ferry,4.58,5.8,5.92,3.92,,3.78
fertile,5.02,4.3,4.46,4.42,,
fervour,3.49,3.08,3.45,,,5.86
festivity,4.11,4.27,5.2,,6.4,
fetish,3.37,2.88,3.42,3.17,,
fetus,4.08,,,,,
feudal,3.73,,3.73,,,
feudalism,3.81,3.32,4.09,3.69,5.8,
fever,4.54,4.92,5.63,,,3.58
few,5.93,3.09,3.33,4.16,,
fiddle,4.65,5.82,5.55,4.52,,3.67
fidgety,4.49,,4.07,,,
fielder,3.65,5.09,4.72,,,4.58
fifteen,5.39,3.79,4.91,,,2.89
fight,5.61,4.55,5.43,,,2.61
figment,4.08,3.04,3.04,3.65,4,
figure,5.34,4.72,5.26,5.13,,
file,5.04,4.8,4.42,3.78,,
fill,5.21,3.72,4.15,3.72,,
filling,5.62,5.02,4.77,,,3.47
film,5.78,6.04,5.62,5.61,,
filter,4.89,,4.9,,,
filth,4.92,4.67,5.17,4.77,,
final,5.74,,4.07,,,
finance,5.15,3.71,4.05,,,5.22
find,5.8,3.51,3.7,3.84,,2.72
fine,5.6,3.28,3.92,4.95,,
finish,6.17,3.43,4.37,,,3
finished,6,,3.61,,,
finite,4.7,3.37,3.65,4.16,,
fiord,3.13,5.74,5.51,,6.48,
fir,4.07,4.42,4.61,3.48,,
fire,5.8,5.95,6.34,5.33,7.36,
fireman,5.04,,,,,
fireplace,5.29,5.92,6.39,,7.08,
firewood,4.44,6.29,5.86,,,3.31
firm,5.67,4,4.04,4.65,,
firmament,2.31,4.3,4.43,,4.96,
first,5.9,3.11,3.88,4.29,,
fish,5.48,5.97,6.15,4.73,,
fisherman,4.71,5.67,6.1,,7.84,2.89
fishing,5.32,5.09,5.99,4.15,,
fissure,2.85,4.77,3.81,,,6.31
five,5.53,3.65,5.29,3.92,,
fixed,5.73,,3.41,,,
flag,5.45,6.06,6.07,4.48,6.54,2.58
flair,4.89,3.35,4.25,3.82,,
flame,5.51,5.82,5.98,4.89,,2.61
flaming,4.66,,5.09,,,
flannel,4.99,5.74,5.2,4.02,,
flare,5.08,4.67,5.09,3.89,,
flash,5.09,4.8,5.28,4.69,,3.14
flashlight,4.99,,,,,
flask,4.01,5.95,6.14,,6.28,
flavour,5.38,4.49,4.72,,,3.42
flax,3.41,4.95,3.89,3.28,,
flea,5.15,6.25,6.06,3.93,,
flee,4.86,4,4.31,3.76,,
fleece,4.1,5.55,5.47,3.87,,3.67
fleet,4.65,5.2,5.1,3.87,,
flesh,4.83,5.97,5.67,,5.84,4.11
flexibility,4.55,3.53,3.95,4.25,5.6,
flicker,4.7,4.15,5.06,3.65,,
flighty,3.41,,3.47,,,
flippant,3.41,,3.61,,,
float,5.53,4.51,5.25,4.45,,
flock,4.34,4.77,5.16,,,2.94
flood,5.23,5.53,5.98,4.79,6.36,
floor,5.51,5.59,5.44,4.02,,
flora,3.38,5.57,4.72,,,5.69
flourish,4.15,3.23,3.91,,,4.89
flow,5.18,3.11,4.17,4.19,,
flower,5.66,5.84,6.18,5.29,7.13,
flue,3.01,5,4,,,5.61
flush,5.07,4.47,5.3,3.82,,
flute,4.96,5.87,5.81,4.36,,
flutter,3.94,3.86,4.59,,,4.63
fly,5.37,5.25,5.82,4.6,,
flyer,4.33,4.67,4.78,,,4.06
foal,3.38,4.2,4.48,3.53,,
foam,4.62,5.77,6,,6.44,
foe,3.44,4.24,4.35,,,4.53
fog,5.46,5.56,6.06,4.85,,
foible,1.62,3.36,2.79,,2.6,
foil,5.16,5.09,4.95,3.98,,
following,5.51,3.06,3.49,4.08,,3.94
folly,4.14,3.04,3.26,3.21,4.4,
fond,5.56,,3.63,,,
font,3.38,5.68,4.97,,,5.47
food,5.79,5.97,5.39,5.88,,
fool,5.51,3.54,4.36,4.68,,
foolish,5.44,2.44,3.13,4.71,,
foot,5.83,5.58,5.97,4.35,,
football,5.65,5.84,5.97,4.88,,2.33
footstep,5.17,4.7,5.26,,,3.17
footwear,4.64,5.67,5.83,,7.38,
for,6.03,2.45,2.16,2.44,,
forbade,3.49,,3.2,,,
forbid,5.05,3.48,3.67,4.54,,
force,5.52,3.31,4.37,,,3.72
forceps,4.02,5.85,5.53,3.66,,
fore,4.14,3,3.4,3.08,,
forearm,4.74,6.08,5.29,,,4.36
forecast,5.24,3.08,4.35,4.44,,
forehead,5.21,5.9,5.96,,5.08,
foreign,5.39,,4.04,,,
foreigner,4.99,4.92,5.16,,,4.47
forelock,3.53,5.65,4.21,,,5.42
forest,5.13,6.09,6.33,5.2,9.12,2.97
forethought,3.31,2.54,3.08,,4.4,
forfeit,3.8,2.95,3.1,,,5.33
forgetful,5.51,,3.54,,,
fork,5.84,5.92,5.98,4.12,7.08,2.25
form,5.53,4.38,4.52,3.89,4.6,3.83
formaldehyde,3.63,5.38,4.6,3.08,,
format,4.93,,,,,
formation,4.71,3.81,4.09,,4.92,
former,5.23,,2.83,,,
fort,4.18,5.8,5.59,,,3.28
forth,4.74,3.22,3.36,2.95,,
fortification,3.56,4.59,4.26,,,5.61
fortune,4.97,3.64,4.59,,6,3.75
forward,5.96,,3.29,,,
foul,4.83,3.51,4.67,4.07,,
foundation,4.75,4.62,4.29,,,4.78
founder,3.87,,3.39,,,
fountain,4.69,5.93,6.02,,,3.89
four,5.53,3.65,4.91,4.02,,
fourth,5.49,3.07,3.84,3.74,,
fowl,4.52,5.32,5.28,4.59,7.36,
fox,5.01,6.05,6.07,4.3,7.4,2.83
foxtrot,4.03,4.4,4.78,3.42,,
frail,4.59,3.83,4.3,4.11,,
frame,4.94,5.62,5.08,,,3.94
franc,3.88,4.79,4.26,3.39,,
franchise,3.13,3.6,3.09,,4.84,6.5
frank,5,4.01,4.19,3.56,,
frantic,4.56,,4,,,
fraternal,4.16,3.49,3.76,3.55,,
fraternity,5.1,4.29,5.08,4.07,,
fraud,4.47,3.04,3.81,4.1,,5.19
free,6.07,3.28,3.97,5.28,,
freedom,5.68,2.77,4.37,5.15,6.36,4.25
freely,5.86,,3.54,,,
freeze,5.63,4.8,5.21,3.93,,
freight,4.25,5.11,4.65,3.8,,5.42
frenzy,4.09,3.03,4.5,,,5.06
fresh,5.76,,4.53,,,
friar,3.43,5.43,4.97,,,4.83
friction,4.99,4.14,4.45,,5.28,
friend,6.03,4.5,5.87,5.38,6.4,
friendly,6.04,,4.39,,,
friendship,5.67,3.35,5.35,,,3.83
frieze,2.96,3.24,3.15,1.95,,
frigid,4.66,4.11,4.63,4.45,,
frill,3.79,5.23,4.97,,,3.83
frivolous,4.03,,3.78,,,
frock,3.23,4.81,4.03,2.75,,
frog,5.07,6.19,6.17,4.66,6.56,2.58
from,6.12,1.97,2.39,3.05,,
front,5.7,4.24,4.27,4.05,,
frontage,3.29,4.93,4.64,,5.36,
frost,5.46,6.08,5.95,4.52,,2.64
frown,5.02,4.54,5.89,4.55,,
frugal,3.14,3.04,3.67,3.33,,
fruit,5.9,6.12,5.87,5.41,,2.19
frustrate,5.29,3.22,3.81,4.23,,
fudge,4.77,6.08,5.67,,,2.78
fuel,5.34,5.59,5.21,4.59,,
full,5.94,3.78,4.37,4.48,,
fullness,4.46,2.78,3.64,,,4.53
fun,6.21,2.95,5.15,,5.5,
function,5.18,3.43,2.94,,,5.11
functional,5.08,2.72,2.88,3.94,,
functionary,3.3,3.04,2.63,3.71,4.29,
funny,6.17,,4.68,,,
fur,5.3,6.01,5.88,4.54,7.36,
furnace,4.06,6,5.86,,,4.28
furniture,5.8,5.83,5.88,,6.6,
further,5.78,,3,,,
fury,4.43,3.05,4.62,,,4.17
fuse,4.49,5,4.79,3.9,,
fuselage,2.89,4.83,4.02,2.8,,
fussy,4.41,,4,,,
future,6.12,3.11,4.13,,,4.14
fuzzy,4.82,4.5,5.19,4.38,,
gabardine,2.77,5.62,4.02,,,5.28
gable,3.55,4.49,4.24,3.05,,
gadfly,1.58,5.2,4.01,,3.28,
gadid,0.87,2.29,1.95,1.5,,
gaiety,4.64,2.75,5.46,,6.72,
gain,5.43,3.46,3.07,3.9,,3.89
gait,3.69,3.81,3.77,3.28,,
galaxy,4.23,4.65,5.75,,6,
gallant,4.29,2.4,4.47,4.18,,
gallery,4.79,5.69,5.66,4.2,5.88,4.42
gallon,5.19,4.88,5.25,3.94,,
game,5.74,4.77,5.21,5.03,,2.42
gang,5.15,4.92,5.35,,,3.36
garbage,5.54,5.72,5.96,5.25,,
garden,5.67,6.02,6.35,5.51,6.36,1.86
gardenia,4.72,5.76,5.64,4.19,,
garlic,5.09,6.36,5.65,4.3,,
garment,4.4,5.52,5.07,5.03,,4.53
garret,1.76,5.38,4.29,,4.12,
gas,5.58,5.54,5.32,4.38,,3.39
gasket,4.28,5.25,4.87,3.05,,
gasp,4.57,4.09,4.91,,,3.67
gate,5.4,5.73,5.45,4.44,,
gaudy,3.8,,4.46,,,
gauntlet,2.69,5.38,4.5,2.57,,5.11
gavel,3.83,5.58,5.39,3.94,,
gear,4.37,,,,,
geese,4.21,5.97,6.03,,7.48,3.14
gem,4.57,5.73,5.72,4.42,6.88,
gender,4.5,4.08,3.76,4.05,5.41,
general,5.68,4.08,4.91,4.8,,
generation,5.2,3.2,3.62,,,4.89
generous,5.38,2.6,3.48,4.67,,
genius,4.76,3.42,4.56,,5.5,4.8
gentle,5.7,3.22,4.22,5.18,,
gentleman,5.37,5.16,5.59,4.7,5.8,3.47
gentry,3.09,4.52,4.62,,,5.56
genuine,5.03,2.95,3.78,4.85,,
geographical,5.01,3.55,4,4.21,,
geography,4.95,3.38,4.7,,,4.5
germ,5.23,4.64,4.42,4.85,,3.19
gesture,4.77,4.03,4.32,,,4.94
get,6.04,2.9,2.64,3.18,,
ghost,5.05,3.79,5.52,4.36,6,
giant,4.69,5.15,5.62,,,2.56
giddy,3.38,,4.51,,,
gift,5.66,5.33,5.53,5.15,7.04,
gig,4.25,5.25,4.37,,,5.64
gilt,3.16,4.13,3.9,2.9,5.32,
gin,5.21,6.39,5.55,5.25,,
ginger,4.55,5.22,4.3,3.33,,
gingerbread,4.27,6.23,5.72,,,3
gingham,2.03,5.4,5.23,,5.65,
giraffe,3.81,,,,,
girdle,4.88,5.7,5.59,4,,
girl,6.45,6.07,6.34,5.87,5.12,1.83
gist,3.22,2.73,2.62,2.53,3.33,
give,5.95,3.26,3.83,4.65,,
giver,4.16,4.32,3.78,,,3.92
glacier,4.09,5.9,5.8,,7.21,
glad,5.64,3.18,4.45,5.16,,
glare,4.58,4.39,5.36,,,4.44
glass,6.11,6.35,5.85,4.94,,
gleam,4.56,3.91,5.11,,,4.03
glimpse,4.69,3.72,4.22,,,4.5
glitter,4.4,4.2,5.03,4.22,,
globe,4.77,5.35,5.83,4.52,,3.64
gloom,4.75,3.99,4.29,4.5,,
gloomy,4.87,,4.36,,,
glory,4.93,3.04,3.89,4.15,5.88,
glove,5.75,6.07,5.96,4.9,,2.28
glum,3.54,,3.83,,,
glut,3.53,3.94,3.34,,,5.5
glutton,4.3,4.98,5.48,4.79,5.32,
gnat,4.4,5.29,5.5,3.38,,
gnu,2.26,4.74,3.46,2.05,,
go,6.18,3.37,3.64,4.3,,
goal,5.54,4.82,5.56,,,2.94
goat,4.69,6.36,5.85,4.02,,
goblet,3.06,5.92,5.77,,5.72,
god,5.67,3.65,4.61,5.47,,
goddess,3.72,3.34,5.15,,6.48,
godhead,2.72,3.58,3.24,,,6.14
gold,5.5,5.76,5.94,4.56,6.36,
golden,4.89,,5.62,,,
golf,5.03,5.4,6.16,,8.16,3.64
gondola,2.91,6.06,5.72,,,5.08
gone,5.46,3.21,3.13,3.19,,
good,6.21,2.97,3.74,5.55,,
good-natured,5.17,,4.34,,,
goodness,5.09,2.75,4.16,,,3.14
goof,5.13,3.48,3.6,4.66,,
goral,1.03,3.11,2.06,1.53,,
gore,3.22,4.48,4.29,,5.5,5.47
gorilla,5.54,6.2,6.34,4.69,,
gospel,4.37,4.03,4.4,,,4.44
got,5.65,2.52,2.86,3.52,,
government,5.94,4.26,4.86,,,4.53
gown,5.15,5.86,5.78,4.87,,
grace,4.78,3.14,4.41,3.89,,
graceful,5.13,3.21,4.83,4.62,,
gracious,4.33,,3.97,,,
grade,5.33,3.38,3.97,,,4.17
graduate,5.2,4.55,5.16,,,5.92
graduation,5.68,4.16,5.77,,6.28,
graft,4.23,3.72,4.04,3.68,,
gramercy,1.59,2.79,1.48,,,6.83
grammar,5.31,4.02,3.92,4.62,,
grandfather,4.71,5.65,5.64,,,2.14
grandmother,5.22,5.79,6.09,,6.08,2.08
granny,4.71,,5.46,,,
granular,4.23,4.5,5.04,3.13,,
grape,5.32,6.11,5.91,4.03,,2.97
graph,5.24,5.53,5.35,3.85,,
graphic,3.68,,3.52,,,
graphite,3.35,5.62,4.43,,,5.86
grass,5.87,5.99,6.02,5.12,7.54,
grasshopper,5.07,6.6,6.3,4.55,,
grate,4.31,4.32,4.24,3.02,,
gratitude,4.58,2.39,3.96,,4.32,
grave,5.01,5.35,6.19,4.85,,3.39
gravel,5.02,5.87,5.69,3.95,,
gravity,4.93,3.02,3.88,,6.24,
gravy,5.22,6.06,5.94,,,2.69
gray,5.31,4.71,5.41,4.37,,
graze,4.53,4.09,4.7,3.7,,
great,5.88,3.11,3.9,4.87,,
greatly,5.7,,2.95,,,
greed,4.94,2.62,4.2,,5.52,2.94
greedily,4.31,,3.73,,,
greedy,5.09,3.6,4.27,4.61,,
green,5.83,4.6,6.09,5.02,6.68,2.25
greenness,3.69,3.76,5.4,,,3.75
gregarious,2.42,,3.34,,,
grief,5.05,3.03,4.8,4.89,6.32,4.5
grievance,4.34,2.95,3.4,,,5.42
grind,4.86,4.41,4.85,4,,
grip,5.23,4.9,5.4,,,3.25
grisly,3.95,3.46,4.37,3.69,,
grizzly,4.71,4.43,5.23,3.89,,
groan,5.08,4.32,5.06,4.39,,3.42
grocer,5.19,5.76,5.51,4.21,,
groin,4.86,5.06,5.16,3.7,,
ground,5.74,5.58,5.13,4.42,,2.58
group,5.53,4.51,4.67,4.74,,
grove,3.74,5.38,4.7,,,4.83
grow,5.62,4.09,3.71,5.05,,
grown,5.52,3.56,2.92,3.88,,
growth,5.6,3.81,4.26,,,3.78
grudge,5.1,3.13,3.73,4.56,,
guard,5.04,5.17,5.3,4.85,,3.44
guess,5.85,2.47,3.3,,,2.92
guest,5.6,5.19,4.97,5.02,,
guide,5.24,4.68,4.82,4.54,,3.67
guilt,5.59,2.99,3.81,4.21,,
guitar,5.5,,,,,
gulf,4.06,4.49,4.91,,,4.56
gullet,2.78,5.37,4.09,3.15,,
gullible,4.96,,3.59,,,
gun,5.19,6.12,6.13,5.05,,2.28
gush,3.83,3.96,4.83,,,4.53
gust,4.15,,4.56,,,
gutter,4.67,4.98,5.06,3.27,,
guy,5.5,5.65,5.51,,,3.58
gybe,1.36,2.42,1.9,1.67,,
gym,5.47,5.97,6.13,4.62,,
gymnastics,4.37,4.68,5.62,,5.52,
habit,5.83,3.58,4.18,,,3.5
habitation,3.94,5.31,4.66,,5.26,
habitual,4.27,,3.34,,,
had,5.7,2.53,2.96,3.23,,
haddock,4.75,6.36,5.32,,,3.89
hail,4.4,5.02,4.77,3.61,,3.54
hailstone,4.48,5.76,5.62,3.24,,
hair,5.75,5.83,5.8,4.55,,
hairpin,4.41,5.84,5.69,3.89,6,
hale,3.7,3.31,3.76,2.67,,
half,6.1,3.89,4.58,4.08,,2.67
hall,5.92,5.65,5.59,4.21,6.16,2.83
halt,4.65,3.45,4.17,4.31,,
halter,3.74,5.5,4.53,,,5.11
halve,4.59,3.71,4.25,3.66,,
ham,5.36,5.54,5.7,4.3,,
hamlet,3.96,5.41,5.65,,6.56,
hammer,5.15,6.05,6.18,4.35,6.92,2.78
hamster,4.67,5.99,5.81,4.18,,
hand,6.01,6.04,5.98,4.87,,
handful,5.48,,4.9,,,
handkerchief,5.51,6.18,5.83,,,2.89
handmaid,2.77,5.05,3.97,,,5.08
hang,5.14,3.97,5.37,4.28,,
hank,2.9,4.72,3.13,,,5.83
haphazard,4.13,,3.44,,,
happily,5.5,,4.1,,,
happiness,5.81,2.95,5.19,5.89,6,3.33
happy,6.21,3.55,5.11,5.68,,
harbor,4.48,,5.79,,,
harbour,5.12,6.03,5.97,,,3.19
hard,5.95,4.25,4.6,4.97,,
hardly,5,2.23,2.56,3,,
hardship,4.8,3.27,4.27,,5.48,
hardware,4.96,5.6,5.76,4.34,,
hardwood,4.33,5.67,5.57,,5.46,
hare,4.6,6.15,5.77,4.07,,2.81
